product_name,product_image_url,product_price,product_url,product_category
Muslim Men Robe Arabic Kaftan Islamic Short Sleeve Thobe,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/285071/1.jpg?1632,"₦ 4,500 - ₦ 5,600",https://www.jumia.com.ng/generic-muslim-men-robe-arabic-kaftan-islamic-short-sleeve-thobe-17058209.html,henleys
Muslim Men Robe Arabic Kaftan Islamic Short Sleeve Thobe,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/285071/1.jpg?1632,"₦ 4,500 - ₦ 5,600",https://www.jumia.com.ng/generic-muslim-men-robe-arabic-kaftan-islamic-short-sleeve-thobe-17058209.html,henleys
